user_id,imdb_id,rating,timestamp
1,tt0114709,4.0,964982703
1,tt0113228,4.0,964981247
1,tt0113277,4.0,964982224
1,tt0114369,5.0,964983815
1,tt0114814,5.0,964982931
1,tt0116367,3.0,964982400
1,tt0115734,5.0,964980868
1,tt0112573,4.0,964982176
1,tt0114287,5.0,964984041
1,tt0109370,5.0,964984100
1,tt0112851,5.0,964983650
1,tt0112508,5.0,964981208
1,tt0109445,3.0,964980985
1,tt0109686,5.0,964981179
1,tt0109707,4.0,964980908
1,tt0076759,5.0,964981680
1,tt0110912,3.0,964982967
1,tt0111282,3.0,964982310
1,tt0114694,5.0,964981179
1,tt0109444,4.0,964982563
1,tt0109830,4.0,964980962
1,tt0110213,5.0,964982588
1,tt0110475,4.0,964981710
1,tt0109303,3.0,964982363
1,tt0106677,4.0,964980868
1,tt0106977,5.0,964981909
1,tt0107290,4.0,964982346
1,tt0107614,3.0,964981208
1,tt0108052,5.0,964984002
1,tt0108174,4.0,964981179
1,tt0108333,4.0,964982653
1,tt0108358,5.0,964984153
1,tt0099348,4.0,964982546
1,tt0096895,4.0,964982271
1,tt0102926,4.0,964983793
1,tt0032910,5.0,964982838
1,tt0116282,5.0,964982931
1,tt0117060,3.0,964982563
1,tt0116683,5.0,964982838
1,tt0117705,3.0,964981775
1,tt0117500,4.0,964982400
1,tt0117998,3.0,964982653
1,tt0116629,3.0,964984086
1,tt0117628,4.0,964980499
1,tt0032138,5.0,964982475
1,tt0033467,5.0,964981529
1,tt0029843,5.0,964982176
1,tt0039420,4.0,964983614
1,tt0031679,5.0,964983219
1,tt0117887,4.0,964981179
1,tt0116409,5.0,964982400
1,tt0117802,4.0,964980924
1,tt0105236,5.0,964982951
1,tt0103772,5.0,964983484
1,tt0082971,5.0,964981827
1,tt0066921,5.0,964983737
1,tt0078788,4.0,964983250
1,tt0086190,5.0,964980499
1,tt0099685,5.0,964982951
1,tt0078748,4.0,964981855
1,tt0054215,2.0,964983393
1,tt0080455,5.0,964981909
1,tt0093058,5.0,964981909
1,tt0097499,5.0,964984018
1,tt0045061,5.0,964983618
1,tt0088247,5.0,964983723
1,tt0023969,5.0,964981442
1,tt0081505,3.0,964983414
1,tt0107048,4.0,964983599
1,tt0088763,5.0,964983705
1,tt0091203,5.0,964982290
1,tt0072431,5.0,964983414
1,tt0032455,5.0,964982703
1,tt0097576,5.0,964981909
1,tt0084503,5.0,964984086
1,tt0013442,4.0,964983393
1,tt0103776,3.0,964982653
1,tt0105435,3.0,964983017
1,tt0104691,3.0,964982310
1,tt0119640,3.0,964984112
1,tt0118702,4.0,964980875
1,tt0119229,4.0,964980985
1,tt0118655,5.0,964981107
1,tt0118880,4.0,964982620
1,tt0119094,5.0,964982290
1,tt0119654,3.0,964981125
1,tt0082198,5.0,964982346
1,tt0119488,5.0,964982951
1,tt0119468,4.0,964983056
1,tt0119174,5.0,964983504
1,tt0119345,3.0,964983536
1,tt0120201,3.0,964982620
1,tt0118715,5.0,964981125
1,tt0120888,4.0,964981230
1,tt0120491,4.0,964981404
1,tt0120769,5.0,964983034
1,tt0120890,4.0,964983056
1,tt0122718,4.0,964981780
1,tt0020629,5.0,964981497
1,tt0075148,5.0,964982176
1,tt0091369,4.0,964981710
1,tt0093409,4.0,964982211
1,tt0089218,5.0,964981710
1,tt0099088,4.0,964984176
1,tt0034492,5.0,964980523
1,tt0120815,4.0,964981888
1,tt0088814,5.0,964982903
1,tt0091059,4.0,964982563
1,tt0091149,5.0,964982791
1,tt0097523,4.0,964981747
1,tt0120768,5.0,964982400
1,tt0061852,5.0,964982838
1,tt0076618,5.0,964982838
1,tt0089908,3.0,964981710
1,tt0102803,5.0,964982653
1,tt0053285,4.0,964982838
1,tt0038969,4.0,964982588
1,tt0084827,4.0,964981725
1,tt0087469,5.0,964982529
1,tt0077869,5.0,964982876
2,tt0111161,3.0,1445714835
2,tt0114694,4.0,1445715029
2,tt0119217,4.5,1445715228
3,tt0112792,0.5,1306463578
3,tt0108052,0.5,1306464275
3,tt0115956,0.5,1306463619
3,tt0114048,0.5,1306464228
3,tt0118114,0.5,1306463595
3,tt0116225,5.0,1306463611
3,tt0058385,0.5,1306463567
3,tt0101761,0.5,1306463627
3,tt0077416,0.5,1306463569
3,tt0066206,0.5,1306463624
3,tt0091203,3.5,1306463323
3,tt0097351,0.5,1306464189
3,tt0079945,3.0,1306463561
3,tt0082198,4.5,1306464003
3,tt0034492,0.5,1306464175
3,tt0048280,0.5,1306463572
3,tt0076618,0.5,1306464261
3,tt0084827,2.0,1306463559
4,tt0113161,3.0,986935199
4,tt0114746,2.0,945173447
4,tt0114681,3.0,986935047
4,tt0114369,2.0,945173425
4,tt0113819,3.0,964622786
4,tt0110877,3.0,964538444
4,tt0110251,4.0,986848784
4,tt0116324,5.0,964622758
4,tt0110647,1.0,986848920
4,tt0109508,5.0,945078571
4,tt0113464,3.0,945078428
4,tt0113677,5.0,964622565
4,tt0114323,2.0,945079259
4,tt0112471,5.0,945079078
4,tt0112679,1.0,945629040
4,tt0111797,5.0,964622684
4,tt0109707,2.0,945173513
4,tt0110005,3.0,986848894
4,tt0076759,5.0,945079259
4,tt0103994,5.0,964538468
4,tt0110912,1.0,945173350
4,tt0111149,5.0,945079182
4,tt0110598,5.0,964538500
4,tt0109045,4.0,945629063
4,tt0109348,4.0,964622786
4,tt0109484,3.0,986934901
4,tt0109831,3.0,964623306
4,tt0110478,4.0,945078690
4,tt0109219,2.0,945078467
4,tt0106677,1.0,986934915
4,tt0111732,2.0,986848828
4,tt0106977,5.0,945079259
4,tt0107207,5.0,945174290
4,tt0107507,5.0,945079872
4,tt0107822,1.0,945079106
4,tt0108149,5.0,945078636
4,tt0108160,1.0,964538832
4,tt0108358,2.0,945079301
4,tt0103639,4.0,945079670
4,tt0102926,5.0,964539986
4,tt0101414,3.0,986848609
4,tt0065214,2.0,945078587
4,tt0116282,5.0,964540008
4,tt0117060,3.0,945079906
4,tt0117979,4.0,986935230
4,tt0110480,3.0,945078601
4,tt0116905,4.0,945079106
4,tt0117991,4.0,964622714
4,tt0032904,5.0,964623347
4,tt0045152,4.0,945079653
4,tt0054698,4.0,945078446
4,tt0047396,4.0,945079837
4,tt0053125,5.0,945173902
4,tt0053291,5.0,945173989
4,tt0034583,5.0,945173902
4,tt0058385,5.0,945079670
4,tt0032138,5.0,945079521
4,tt0031381,5.0,945173602
4,tt0038787,5.0,964538571
4,tt0050658,3.0,986849085
